
New mission : Follow LINE from est to nord - duration_max: 1000000 ; spd: 3000
time mx my mz ax ay az d_PSI rpmL rpmR rpmL_bar rpmR_bar thL thR 
8898 0 0 0 0 0 0 4 2820 -3150 3000 2830 27 27 
9400 0 0 0 0 0 0 3 3060 -2730 3000 2821 27 27 
9972 0 0 0 0 0 0 28 3030 -2880 2857 3000 27 27 
10481 0 0 0 0 0 0 33 2850 -3030 2795 3000 27 27 
11026 0 0 0 0 0 0 17 2670 -2910 2982 3000 27 27 
11527 0 0 0 0 0 0 15 3030 -3060 3000 2989 27 27 
12071 0 0 0 0 0 0 -6 3090 -2940 3000 2711 27 27 
12645 0 0 0 0 0 0 3 3000 -2730 3000 2836 27 27 
13151 0 0 0 0 0 0 -74 3060 -2880 3000 1846 27 27 
13678 0 0 0 0 0 0 -49 2970 -1650 3000 2146 27 27 
14187 0 0 0 0 0 0 -5 3000 -2160 3000 2691 27 27 
14757 0 0 0 0 0 0 8 2970 -2820 3000 2876 27 27 
15257 0 0 0 0 0 0 20 2880 -2820 2974 3000 27 27 
15761 0 0 0 0 0 0 1 3060 -3150 3000 2790 27 27 
16272 0 0 0 0 0 0 -1 3090 -2700 3000 2760 27 27 
16825 0 0 0 0 0 0 -1 2880 -2730 3000 2751 27 27 
17334 0 0 0 0 0 0 30 3120 -2730 2836 3000 27 27 
17892 0 0 0 0 0 0 44 2610 -3060 2653 3000 27 27 
18402 0 0 0 0 0 0 12 2730 -3060 3000 2950 27 27 
18973 0 0 0 0 0 0 -7 3150 -2910 3000 2696 27 27 
19479 0 0 0 0 0 0 2 2940 -2670 3000 2825 27 27 
20017 0 0 0 0 0 0 -29 2970 -2820 3000 2416 27 27 
20524 0 0 0 0 0 0 11 3000 -2400 3000 2930 27 27 
21072 0 0 0 0 0 0 4 3060 -2940 3000 2845 27 27 
21628 0 0 0 0 0 0 -83 2970 -2940 3000 1726 27 27 
22132 0 0 0 0 0 0 -10 2970 -1980 3000 2635 27 27 
22669 0 0 0 0 0 0 16 3060 -2280 3000 2973 27 27 
23178 0 0 0 0 0 0 -76 3000 -3240 3000 1793 27 27 
23679 0 0 0 0 0 0 -11 2970 -2310 3000 2603 27 27 
24190 0 0 0 0 0 0 -6 3030 -2250 3000 2666 27 27 
24754 0 0 0 0 0 0 -22 2970 -2730 3000 2461 27 27 
25258 0 0 0 0 0 0 -7 3030 -2460 3000 2649 27 27 
25817 0 0 0 0 0 0 -7 2940 -2610 3000 2639 27 27 
26322 0 0 0 0 0 0 38 3090 -2730 2765 3000 27 27 
26894 0 0 0 0 0 0 30 2520 -3060 2866 3000 27 27 
27398 0 0 0 0 0 0 -14 2880 -2970 3000 2567 27 27 
27899 0 0 0 0 0 0 -7 3270 -2490 3000 2660 27 27 
28402 0 0 0 0 0 0 -72 2940 -2730 3000 1830 27 27 
28973 0 0 0 0 0 0 22 2970 -1620 2985 3000 27 27 
29479 0 0 0 0 0 0 23 3000 -2730 2961 3000 27 27 
30020 0 0 0 0 0 0 -20 2910 -3270 3000 2475 27 27 
30526 0 0 0 0 0 0 11 3060 -2340 3000 2887 27 27 
31080 0 0 0 0 0 0 -59 2895 -2850 3000 1985 27 27 
31644 0 0 0 0 0 0 33 3180 -1920 2844 3000 27 27 
32150 0 0 0 0 0 0 6 2610 -3090 3000 2817 27 27 
32686 0 0 0 0 0 0 -4 3120 -2910 3000 2677 27 27 
33197 0 0 0 0 0 0 33 3060 -2580 2833 3000 27 27 
33763 0 0 0 0 0 0 20 2640 -3060 3000 2999 27 27 
34266 0 0 0 0 0 0 60 3150 -3000 2483 3000 27 27 
34826 0 0 0 0 0 0 -26 2220 -3120 3000 2426 27 27 

New mission : Follow LINE from ouest to nord - duration_max: 1000000 ; spd: 3000
time mx my mz ax ay az d_PSI rpmL rpmR rpmL_bar rpmR_bar thL thR 
0 0 0 0 0 0 0 -100 2370 -1620 3000 1712 27 27 
557 0 0 0 0 0 0 -144 2790 -2130 3000 1137 27 27 
1061 0 0 0 0 0 0 -87 3390 -1170 3000 1817 27 27 
1618 0 0 0 0 0 0 -110 2850 -2010 3000 1509 27 27 
2129 0 0 0 0 0 0 -81 3030 -1290 3000 1852 27 27 
2635 0 0 0 0 0 0 -127 2940 -1860 3000 1244 27 27 
3137 0 0 0 0 0 0 -58 3000 -1275 3000 2097 27 27 
3637 0 0 0 0 0 0 -47 3000 -2055 3000 2214 27 27 
4143 0 0 0 0 0 0 -31 2940 -2280 3000 2413 27 27 
4690 0 0 0 0 0 0 -9 3000 -2520 3000 2675 27 27 
5199 0 0 0 0 0 0 -26 3150 -2685 3000 2458 27 27 
5736 0 0 0 0 0 0 -28 2820 -2460 3000 2430 27 27 
6299 0 0 0 0 0 0 -17 3060 -2430 3000 2561 27 27 
6805 0 0 0 0 0 0 2 3180 -2640 3000 2808 27 27 
7340 0 0 0 0 0 0 11 2865 -2790 3000 2933 27 27 
7851 0 0 0 0 0 0 15 3000 -3000 3000 2987 27 27 
8419 0 0 0 0 0 0 21 2970 -2970 2933 3000 27 27 
8922 0 0 0 0 0 0 89 3030 -3090 2061 3000 27 27 
9422 0 0 0 0 0 0 27 1860 -3090 2834 3000 27 27 
9926 0 0 0 0 0 0 21 2790 -2790 2907 3000 27 27 
10483 0 0 0 0 0 0 -1 3150 -3030 3000 2809 27 27 
10992 0 0 0 0 0 0 -12 2910 -2820 3000 2667 27 27 
11556 0 0 0 0 0 0 -18 3060 -2670 3000 2592 27 27 
12066 0 0 0 0 0 0 4 3030 -2550 3000 2877 27 27 
12629 0 0 0 0 0 0 -5 3000 -2940 3000 2756 27 27 
13141 0 0 0 0 0 0 9 2910 -2730 3000 2942 27 27 
13689 0 0 0 0 0 0 -13 3030 -3000 3000 2650 27 27 
14194 0 0 0 0 0 0 6 3030 -2610 3000 2899 27 27 
14743 0 0 0 0 0 0 -28 3060 -2940 3000 2452 27 27 
15302 0 0 0 0 0 0 -2 2880 -2280 3000 2776 27 27 
15808 0 0 0 0 0 0 -60 3000 -2820 3000 2038 27 27 
16308 0 0 0 0 0 0 -8 3030 -2070 3000 2685 27 27 
16813 0 0 0 0 0 0 -3 3060 -2700 3000 2750 27 27 
17348 0 0 0 0 0 0 -3 2970 -2850 3000 2752 27 27 
17859 0 0 0 0 0 0 55 2970 -2730 2497 3000 27 27 
18426 0 0 0 0 0 0 6 2310 -3000 3000 2885 27 27 
18930 0 0 0 0 0 0 -36 3150 -2880 3000 2346 27 27 
19488 0 0 0 0 0 0 -8 3150 -2220 3000 2695 27 27 
19993 0 0 0 0 0 0 -8 2820 -2640 3000 2693 27 27 
20562 0 0 0 0 0 0 125 3090 -2850 1597 3000 27 27 
21066 0 0 0 0 0 0 -26 2010 -3090 3000 2484 27 27 
21631 0 0 0 0 0 0 -32 3120 -2310 3000 2403 27 27 
22136 0 0 0 0 0 0 -1 2940 -2400 3000 2796 27 27 
22680 0 0 0 0 0 0 -8 2970 -2790 3000 2701 27 27 
23190 0 0 0 0 0 0 5 3090 -2760 3000 2882 27 27 
23743 0 0 0 0 0 0 8 2910 -2910 3000 2919 27 27 
24302 0 0 0 0 0 0 -5 3060 -3000 3000 2747 27 27 
24808 0 0 0 0 0 0 -7 3060 -2640 3000 2714 27 27 
25343 0 0 0 0 0 0 -11 2850 -2670 3000 2669 27 27 
25854 0 0 0 0 0 0 -34 3120 -2700 3000 2370 27 27 
26426 0 0 0 0 0 0 -18 2940 -2280 3000 2562 27 27 
26929 0 0 0 0 0 0 31 3000 -2640 2800 3000 27 27 
27490 0 0 0 0 0 0 -34 2760 -3150 3000 2366 27 27 
28000 0 0 0 0 0 0 0 3060 -2160 3000 2803 27 27 
28558 0 0 0 0 0 0 -9 3000 -2940 3000 2675 27 27 
29062 0 0 0 0 0 0 -179 3030 -2670 3000 509 27 27 
29630 0 0 0 0 0 0 -11 2970 -1350 3000 2605 27 27 
30135 0 0 0 0 0 0 -10 2910 -2550 3000 2605 27 27 
30671 0 0 0 0 0 0 -1 3120 -2640 3000 2720 27 27 
31179 0 0 0 0 0 0 -20 2880 -2760 3000 2485 27 27 
31725 0 0 0 0 0 0 -25 3150 -2370 3000 2414 27 27 
32291 0 0 0 0 0 0 3 2940 -2520 3000 2771 27 27 
32795 0 0 0 0 0 0 1 2880 -2790 3000 2750 27 27 
33333 0 0 0 0 0 0 -17 3240 -2760 3000 2504 27 27 
33842 0 0 0 0 0 0 -3 2850 -2430 3000 2685 27 27 
34417 0 0 0 0 0 0 -7 2970 -2670 3000 2630 27 27 
34918 0 0 0 0 0 0 -1 3150 -2745 3000 2700 27 27 
35478 0 0 0 0 0 0 -12 2850 -2610 3000 2561 27 27 
35987 0 0 0 0 0 0 -10 3060 -2520 3000 2587 27 27 
36544 0 0 0 0 0 0 10 3000 -2610 3000 2854 27 27 
37048 0 0 0 0 0 0 -14 3000 -2940 3000 2535 27 27 
37554 0 0 0 0 0 0 -4 3060 -2520 3000 2664 27 27 
38054 0 0 0 0 0 0 1 2940 -2700 3000 2736 27 27 
38627 0 0 0 0 0 0 -18 2940 -2700 3000 2482 27 27 
39132 0 0 0 0 0 0 3 3090 -2460 3000 2755 27 27 
39680 0 0 0 0 0 0 -3 3030 -2850 3000 2670 27 27 
40191 0 0 0 0 0 0 5 2970 -2640 3000 2785 27 27 
40731 0 0 0 0 0 0 0 2910 -2700 3000 2705 27 27 
41299 0 0 0 0 0 0 -7 3150 -2760 3000 2614 27 27 
41801 0 0 0 0 0 0 24 2910 -2580 2978 3000 27 27 
42328 0 0 0 0 0 0 6 2970 -3120 3000 2805 27 27 
42837 0 0 0 0 0 0 -6 3000 -2790 3000 2635 27 27 
43406 0 0 0 0 0 0 1 3000 -2460 3000 2733 27 27 

New mission : Follow LINE from nord to est - duration_max: 1000000 ; spd: 3000
time mx my mz ax ay az d_PSI rpmL rpmR rpmL_bar rpmR_bar thL thR 
0 0 0 0 0 0 0 -114 2430 -2310 3000 1546 27 27 
557 0 0 0 0 0 0 -116 2970 -1200 3000 1479 27 27 
1061 0 0 0 0 0 0 -111 3030 -1395 3000 1526 27 27 
1635 0 0 0 0 0 0 -100 2940 -1620 3000 1636 27 27 
2145 0 0 0 0 0 0 -87 3000 -1710 3000 1771 27 27 
2707 0 0 0 0 0 0 -78 3000 -1830 3000 1867 27 27 
3215 0 0 0 0 0 0 -77 3060 -1860 3000 1858 27 27 
3758 0 0 0 0 0 0 -81 2880 -1860 3000 1794 27 27 
4270 0 0 0 0 0 0 -70 3060 -1800 3000 1910 27 27 
4771 0 0 0 0 0 0 -75 3060 -1950 3000 1825 27 27 
5278 0 0 0 0 0 0 -62 2850 -1800 3000 1976 27 27 
5813 0 0 0 0 0 0 -49 3000 -1950 3000 2131 27 27 
6381 0 0 0 0 0 0 -27 3090 -2190 3000 2387 27 27 
6886 0 0 0 0 0 0 -28 3000 -2400 3000 2369 27 27 
7426 0 0 0 0 0 0 -5 3000 -2400 3000 2655 27 27 
7937 0 0 0 0 0 0 -17 2970 -2640 3000 2507 27 27 
8500 0 0 0 0 0 0 9 3060 -2550 3000 2847 27 27 
9003 0 0 0 0 0 0 29 2940 -2910 2893 3000 27 27 
9563 0 0 0 0 0 0 -7 2880 -3090 3000 2641 27 27 
10071 0 0 0 0 0 0 1 3030 -2580 3000 2752 27 27 
10637 0 0 0 0 0 0 37 3090 -2760 2791 3000 27 27 
11142 0 0 0 0 0 0 22 2670 -3090 2975 3000 27 27 
11711 0 0 0 0 0 0 11 3090 -2970 3000 2894 27 27 
12214 0 0 0 0 0 0 17 2940 -2880 3000 2974 27 27 
12720 0 0 0 0 0 0 10 3060 -2970 3000 2882 27 27 
13231 0 0 0 0 0 0 17 2970 -2940 3000 2983 27 27 
13774 0 0 0 0 0 0 -15 3000 -2910 3000 2564 27 27 
14276 0 0 0 0 0 0 3 3000 -2550 3000 2804 27 27 
14826 0 0 0 0 0 0 -5 2970 -2790 3000 2690 27 27 
15384 0 0 0 0 0 0 -12 3000 -2700 3000 2593 27 27 
15890 0 0 0 0 0 0 -21 2940 -2550 3000 2476 27 27 
16425 0 0 0 0 0 0 10 3030 -2430 3000 2880 27 27 
16936 0 0 0 0 0 0 -5 3060 -2970 3000 2680 27 27 
17502 0 0 0 0 0 0 14 3000 -2670 3000 2934 27 27 
18004 0 0 0 0 0 0 -9 2940 -2970 3000 2631 27 27 
18510 0 0 0 0 0 0 9 3180 -2640 3000 2866 27 27 
19013 0 0 0 0 0 0 11 2790 -2850 3000 2903 27 27 
19574 0 0 0 0 0 0 13 3060 -2880 3000 2933 27 27 
20083 0 0 0 0 0 0 -10 3075 -3030 3000 2630 27 27 
20646 0 0 0 0 0 0 -1 2940 -2520 3000 2740 27 27 
21151 0 0 0 0 0 0 4 2970 -2790 3000 2816 27 27 
21720 0 0 0 0 0 0 -15 3060 -2820 3000 2554 27 27 
22230 0 0 0 0 0 0 -21 3000 -2460 3000 2485 27 27 
22772 0 0 0 0 0 0 -12 3030 -2490 3000 2583 27 27 
23283 0 0 0 0 0 0 -17 2940 -2640 3000 2527 27 27 
23818 0 0 0 0 0 0 -8 3090 -2520 3000 2629 27 27 
24392 0 0 0 0 0 0 2 2850 -2640 3000 2767 27 27 
24898 0 0 0 0 0 0 -18 3090 -2790 3000 2509 27 27 
25436 0 0 0 0 0 0 0 3030 -2490 3000 2746 27 27 
25947 0 0 0 0 0 0 -1 2940 -2730 3000 2722 27 27 
26500 0 0 0 0 0 0 -1 3090 -2790 3000 2713 27 27 
27003 0 0 0 0 0 0 0 2850 -2640 3000 2729 27 27 
27563 0 0 0 0 0 0 -1 3090 -2730 3000 2713 27 27 
28072 0 0 0 0 0 0 -6 3030 -2790 3000 2647 27 27 
28637 0 0 0 0 0 0 -2 2940 -2520 3000 2703 27 27 
29141 0 0 0 0 0 0 16 3030 -2820 3000 2946 27 27 
29710 0 0 0 0 0 0 3 3015 -3000 3000 2782 27 27 
30212 0 0 0 0 0 0 -6 2955 -2670 3000 2649 27 27 
30763 0 0 0 0 0 0 -8 3060 -2700 3000 2632 27 27 
31267 0 0 0 0 0 0 -14 2925 -2610 3000 2552 27 27 
31820 0 0 0 0 0 0 -9 3030 -2490 3000 2610 27 27 
32382 0 0 0 0 0 0 -11 3000 -2640 3000 2583 27 27 
32888 0 0 0 0 0 0 -5 3000 -2550 3000 2649 27 27 
33390 0 0 0 0 0 0 -1 3000 -2700 3000 2698 27 27 
33896 0 0 0 0 0 0 -15 3000 -2760 3000 2528 27 27 
34431 0 0 0 0 0 0 -12 3030 -2430 3000 2564 27 27 
34940 0 0 0 0 0 0 -11 2910 -2580 3000 2571 27 27 
35508 0 0 0 0 0 0 -11 3120 -2550 3000 2569 27 27 
36011 0 0 0 0 0 0 5 2940 -2520 3000 2785 27 27 
36564 0 0 0 0 0 0 1 2940 -2880 3000 2725 27 27 
37073 0 0 0 0 0 0 2 3090 -2790 3000 2742 27 27 
37641 0 0 0 0 0 0 3 2910 -2700 3000 2763 27 27 
38145 0 0 0 0 0 0 -6 3060 -2760 3000 2636 27 27 
38710 0 0 0 0 0 0 -17 2970 -2580 3000 2482 27 27 
39221 0 0 0 0 0 0 0 3060 -2430 3000 2700 27 27 
39773 0 0 0 0 0 0 -5 2940 -2760 3000 2635 27 27 
40278 0 0 0 0 0 0 -8 2970 -2670 3000 2598 27 27 
40826 0 0 0 0 0 0 1 3060 -2610 3000 2727 27 27 
41384 0 0 0 0 0 0 -11 3000 -2700 3000 2563 27 27 
41890 0 0 0 0 0 0 -17 3000 -2550 3000 2484 27 27 
42391 0 0 0 0 0 0 -2 3030 -2460 3000 2659 27 27 
42897 0 0 0 0 0 0 -19 2940 -2670 3000 2452 27 27 
43433 0 0 0 0 0 0 -5 3030 -2460 3000 2620 27 27 
43944 0 0 0 0 0 0 -3 2970 -2580 3000 2642 27 27 
44501 0 0 0 0 0 0 -3 3000 -2700 3000 2647 27 27 
45004 0 0 0 0 0 0 -5 2970 -2670 3000 2613 27 27 
45509 0 0 0 0 0 0 -1 3090 -2580 3000 2664 27 27 
46012 0 0 0 0 0 0 -3 2940 -2640 3000 2640 27 27 
46572 0 0 0 0 0 0 -4 3030 -2670 3000 2623 27 27 
47081 0 0 0 0 0 0 7 3000 -2580 3000 2775 27 27 
47639 0 0 0 0 0 0 5 2940 -2880 3000 2762 27 27 
48143 0 0 0 0 0 0 7 3120 -2730 3000 2784 27 27 
48644 0 0 0 0 0 0 -12 2880 -2760 3000 2529 27 27 
49149 0 0 0 0 0 0 -6 3120 -2550 3000 2607 27 27 
49711 0 0 0 0 0 0 -6 2850 -2580 3000 2602 27 27 
50217 0 0 0 0 0 0 -3 3090 -2580 3000 2634 27 27 
50763 0 0 0 0 0 0 -1 3030 -2670 3000 2662 27 27 
51272 0 0 0 0 0 0 -6 2970 -2655 3000 2597 27 27 
51817 0 0 0 0 0 0 -3 3030 -2595 3000 2632 27 27 
52382 0 0 0 0 0 0 7 2910 -2670 3000 2769 27 27 
52888 0 0 0 0 0 0 -7 3060 -2730 3000 2584 27 27 
53422 0 0 0 0 0 0 -9 3000 -2580 3000 2559 27 27 
53933 0 0 0 0 0 0 -12 2970 -2520 3000 2520 27 27 
54509 0 0 0 0 0 0 4 3030 -2505 3000 2731 27 27 
55012 0 0 0 0 0 0 0 2970 -2790 3000 2675 27 27 
55574 0 0 0 0 0 0 -8 3000 -2760 3000 2561 27 27 
56083 0 0 0 0 0 0 -13 3000 -2490 3000 2495 27 27 
56646 0 0 0 0 0 0 -19 3030 -2430 3000 2421 27 27 
57150 0 0 0 0 0 0 -17 3060 -2460 3000 2442 27 27 
57710 0 0 0 0 0 0 4 2880 -2460 3000 2711 27 27 
58221 0 0 0 0 0 0 12 3090 -2700 3000 2823 27 27 
58763 0 0 0 0 0 0 0 2940 -2940 3000 2672 27 27 
59272 0 0 0 0 0 0 10 3000 -2610 3000 2795 27 27 
59816 0 0 0 0 0 0 0 3030 -2820 3000 2662 27 27 

New mission : Follow LINE from ouest to ponton - duration_max: 1000000 ; spd: 3000
time mx my mz ax ay az d_PSI rpmL rpmR rpmL_bar rpmR_bar thL thR 
0 0 0 0 0 0 0 71 0 0 2093 3000 33 30 
502 0 0 0 0 0 0 60 2760 -2670 2205 3000 33 30 
1015 0 0 0 0 0 0 41 2310 -3540 2443 3000 33 30 
1524 0 0 0 0 0 0 45 2520 -3225 2377 3000 33 30 
2094 0 0 0 0 0 0 25 2370 -3000 2624 3000 33 30 
2594 0 0 0 0 0 0 19 2670 -2940 2693 3000 33 30 
3156 0 0 0 0 0 0 14 2820 -3030 2743 3000 33 30 
3665 0 0 0 0 0 0 -10 2670 -3030 3000 2938 33 30 
4222 0 0 0 0 0 0 2 3180 -2940 2900 3000 33 30 
4726 0 0 0 0 0 0 -15 2880 -2970 3000 2864 33 30 
5232 0 0 0 0 0 0 7 2940 -2850 2835 3000 33 30 
5742 0 0 0 0 0 0 5 2850 -3000 2860 3000 33 30 
6297 0 0 0 0 0 0 -11 2820 -3030 3000 2920 33 30 
6805 0 0 0 0 0 0 -8 3090 -2910 3000 2953 33 30 
7349 0 0 0 0 0 0 -17 3030 -3000 3000 2833 33 30 
7859 0 0 0 0 0 0 -19 2940 -2820 3000 2815 33 30 
8412 0 0 0 0 0 0 -20 3090 -2820 3000 2797 33 30 
8976 0 0 0 0 0 0 -20 2910 -2700 3000 2787 33 30 
9482 0 0 0 0 0 0 -13 2970 -2940 3000 2873 33 30 
10017 0 0 0 0 0 0 -34 3060 -2790 3000 2599 33 30 
10528 0 0 0 0 0 0 -24 3000 -2580 3000 2712 33 30 
11085 0 0 0 0 0 0 -6 2970 -2700 3000 2937 33 30 
11588 0 0 0 0 0 0 -24 3030 -3000 3000 2711 33 30 
12148 0 0 0 0 0 0 -40 3060 -2610 3000 2504 33 30 
12657 0 0 0 0 0 0 -17 2970 -2490 3000 2778 33 30 
13221 0 0 0 0 0 0 -16 2910 -2850 3000 2792 33 30 
13725 0 0 0 0 0 0 -11 3060 -2790 3000 2855 33 30 
14298 0 0 0 0 0 0 -27 3090 -2880 3000 2642 33 30 
14809 0 0 0 0 0 0 -23 2880 -2610 3000 2691 33 30 
15347 0 0 0 0 0 0 -34 3060 -2685 3000 2543 33 30 
15858 0 0 0 0 0 0 -10 3000 -2550 3000 2844 33 30 
16392 0 0 0 0 0 0 -28 2820 -2820 3000 2608 33 30 
16966 0 0 0 0 0 0 -25 3240 -2610 3000 2640 33 30 
17472 0 0 0 0 0 0 -20 2910 -2700 3000 2699 33 30 
18008 0 0 0 0 0 0 -36 2970 -2670 3000 2489 33 30 
18519 0 0 0 0 0 0 -23 3060 -2460 3000 2643 33 30 
19085 0 0 0 0 0 0 -29 3000 -2670 3000 2561 33 30 
19586 0 0 0 0 0 0 -43 2940 -2520 3000 2378 33 30 
20094 0 0 0 0 0 0 -37 2940 -2310 3000 2447 33 30 
20597 0 0 0 0 0 0 -32 3120 -2550 3000 2489 33 30 
21147 0 0 0 0 0 0 -13 3000 -2430 3000 2732 33 30 
21656 0 0 0 0 0 0 -29 2880 -2850 3000 2525 33 30 
22156 0 0 0 0 0 0 -27 3210 -2490 3000 2542 33 30 
22659 0 0 0 0 0 0 -30 2820 -2490 3000 2497 33 30 
23230 0 0 0 0 0 0 6 3030 -2520 3000 2956 33 30 
23739 0 0 0 0 0 0 -21 3060 -3030 3000 2604 33 30 
24303 0 0 0 0 0 0 -34 2940 -2550 3000 2428 33 30 
24804 0 0 0 0 0 0 -24 3000 -2340 3000 2548 33 30 
25351 0 0 0 0 0 0 -40 3030 -2640 3000 2344 33 30 
25859 0 0 0 0 0 0 -41 3060 -2280 3000 2320 33 30 
26408 0 0 0 0 0 0 -26 2910 -2250 3000 2502 33 30 
26959 0 0 0 0 0 0 -34 3000 -2490 3000 2394 33 30 
27468 0 0 0 0 0 0 -16 3090 -2550 3000 2616 33 30 
28001 0 0 0 0 0 0 -21 2910 -2490 3000 2549 33 30 
28504 0 0 0 0 0 0 -25 3030 -2610 3000 2487 33 30 
29016 0 0 0 0 0 0 -14 3000 -2520 3000 2627 33 30 
29521 0 0 0 0 0 0 9 2970 -2670 3000 2923 33 30 
30088 0 0 0 0 0 0 -16 3000 -2940 3000 2597 33 30 
30596 0 0 0 0 0 0 2 3030 -2550 3000 2827 33 30 
31149 0 0 0 0 0 0 -14 3090 -2850 3000 2618 33 30 
31652 0 0 0 0 0 0 -2 2910 -2610 3000 2770 33 30 
32159 0 0 0 0 0 0 -22 2940 -2790 3000 2509 33 30 
32662 0 0 0 0 0 0 -19 3030 -2460 3000 2549 33 30 
33231 0 0 0 0 0 0 -14 3030 -2550 3000 2598 33 30 
33740 0 0 0 0 0 0 0 3000 -2550 3000 2788 33 30 
34298 0 0 0 0 0 0 -6 2970 -2850 3000 2704 33 30 
34803 0 0 0 0 0 0 -14 2970 -2760 3000 2601 33 30 
35355 0 0 0 0 0 0 2 3120 -2520 3000 2815 33 30 
