
New mission : Follow LINE from ponton to est - duration_max: 1000000 ; spd: 3000
time mx my mz ax ay az d_PSI rpmL rpmR rpmL_bar rpmR_bar thL thR 
144070 430 175 -885 46 286 -956 -39 2850 -2550 3000 2200 19 20 
144643 503 126 -854 68 171 -982 -30 3120 -2250 3000 2322 19 20 
145153 496 37 -867 831 551 -70 -157 3030 -2280 3000 727 19 20 
145708 483 39 -874 -125 168 -977 -37 3000 -930 3000 2230 19 20 
146219 473 34 -879 -174 -386 -905 1 2970 -2070 3000 2723 19 20 
146742 496 164 -852 -14 215 -976 -30 2970 -2940 3000 2320 19 20 
147304 484 216 -847 -2 -39 -999 -1 2970 -2280 3000 2683 19 20 
147830 517 302 -800 -16 127 -991 -8 2970 -2730 3000 2591 19 20 
148345 467 430 -771 -156 342 -926 -14 3090 -2670 3000 2515 19 20 
148850 488 411 -769 115 290 -949 -6 2955 -2550 3000 2618 19 20 
149352 494 479 -725 -127 -12 -991 10 3180 -2580 3000 2835 19 20 
149856 429 474 -768 36 42 -998 19 2820 -2820 3000 2941 19 20 
150422 382 443 -810 -36 -22 -999 19 3090 -3030 3000 2948 19 20 
150928 344 416 -841 2 -37 -999 25 2970 -2940 2985 3000 19 20 
151483 360 501 -786 -53 103 -993 18 2940 -3000 3000 2934 19 20 
151986 382 490 -783 106 2 -994 32 3030 -2970 2889 3000 19 20 
152557 393 511 -763 -78 66 -994 19 2820 -2940 3000 2944 19 20 
153066 389 587 -709 80 148 -985 31 3090 -2880 2909 3000 19 20 
153638 353 614 -704 -39 41 -998 32 2820 -3210 2890 3000 19 20 
154144 370 565 -736 -106 133 -985 23 2910 -2940 3000 2994 19 20 
154698 383 564 -731 14 -24 -999 35 3090 -2970 2860 3000 19 20 
155208 359 584 -727 49 63 -996 39 2790 -3000 2806 3000 19 20 
155735 318 402 -858 -1 -120 -992 38 2760 -3000 2824 3000 19 20 
156305 348 539 -766 7 -56 -998 41 2850 -3060 2776 3000 19 20 
156827 325 676 -660 33 229 -972 43 2820 -3000 2752 3000 19 20 
157352 348 553 -756 -74 -99 -992 41 2640 -2820 2777 3000 19 20 
157856 316 518 -794 -54 115 -991 37 2820 -3180 2837 3000 19 20 
158420 346 442 -827 41 -103 -993 46 2850 -2850 2715 3000 19 20 
158929 374 549 -746 74 -22 -997 50 2730 -3030 2667 3000 19 20 
159483 435 541 -719 -76 94 -992 33 2550 -3120 2876 3000 19 20 
159994 367 539 -757 18 121 -992 44 3000 -2880 2749 3000 19 20 
160557 469 461 -752 30 124 -991 31 2700 -3000 2902 3000 19 20 
161068 422 458 -782 155 -70 -985 54 2910 -3090 2616 3000 19 20 
161638 410 365 -835 -222 184 -957 14 2580 -3000 3000 2882 19 20 
162149 461 451 -763 -86 135 -986 30 3120 -2730 2916 3000 19 20 
162713 479 479 -735 -112 -92 -989 41 2880 -3180 2778 3000 19 20 
163213 495 469 -730 -132 251 -958 24 2700 -2880 2995 3000 19 20 
163737 500 393 -771 -70 110 -991 28 3090 -2970 2946 3000 19 20 
164312 488 404 -773 67 573 -816 -14 2940 -3090 3000 2518 19 20 
164834 518 506 -688 13 199 -979 38 3060 -2490 2824 3000 19 20 
165353 488 455 -744 10 85 -996 41 2670 -3060 2775 3000 19 20 
165858 400 336 -852 90 -43 -994 53 2790 -2940 2629 3000 19 20 
166430 429 329 -840 23 -23 -999 44 2610 -3030 2740 3000 19 20 
166937 442 318 -838 28 -168 -985 53 2760 -3030 2631 3000 19 20 
167485 529 325 -783 1 26 -999 36 2580 -2970 2848 3000 19 20 
167988 548 419 -723 -69 184 -980 32 2910 -2910 2891 3000 19 20 
168488 459 346 -817 125 -160 -978 60 2850 -3060 2540 3000 19 20 
168999 471 235 -849 -28 -137 -990 43 2520 -3090 2755 3000 19 20 
169559 491 229 -840 -100 -212 -972 43 2850 -2970 2758 3000 19 20 
170064 576 292 -763 133 -47 -989 44 2700 -2880 2739 3000 19 20 
170567 560 238 -793 -86 183 -979 18 2760 -2970 3000 2927 19 20 
171077 507 85 -857 463 352 -813 -70 3000 -3030 3000 1820 19 20 
171630 484 27 -874 -108 141 -983 1 3120 -1860 3000 2719 19 20 
172135 427 -68 -901 -349 546 -761 -24 2940 -2490 3000 2395 19 20 
172700 372 -47 -926 -42 325 -944 -28 2970 -2610 3000 2340 19 20 
173201 274 -91 -957 -7 767 -641 -59 2970 -2400 3000 1958 19 20 
173709 268 -194 -943 118 45 -991 -45 3030 -1830 3000 2129 19 20 
174220 339 -329 -880 -80 34 -996 -30 3060 -2130 3000 2318 19 20 
174747 275 -304 -911 -157 -295 -942 7 2940 -2340 3000 2788 19 20 
175303 360 -287 -887 -99 -191 -976 -4 3030 -2790 3000 2638 19 20 
175826 303 -353 -885 -41 -10 -999 -37 3090 -2700 3000 2230 19 20 
176345 301 -196 -933 51 -10 -998 -28 2940 -2220 3000 2340 19 20 
176850 269 -146 -951 -28 509 -859 -58 2970 -2310 3000 1969 19 20 
177423 112 -180 -977 -4 207 -978 -67 3060 -1950 3000 1861 19 20 
177932 132 -368 -920 -94 193 -976 -64 2970 -1770 3000 1891 19 20 
178486 199 -371 -906 -24 24 -999 -57 3030 -1890 3000 1984 19 20 
178989 297 -271 -915 -52 92 -994 -45 2910 -1980 3000 2137 19 20 
179494 336 -195 -920 -31 209 -977 -45 3030 -2130 3000 2130 19 20 
179998 362 -255 -896 24 -157 -987 -19 3000 -2280 3000 2459 19 20 
180561 311 -239 -919 -41 27 -998 -38 3060 -2430 3000 2219 19 20 
181071 354 -211 -910 397 135 -907 -98 3000 -2250 3000 1472 19 20 
181633 388 -141 -910 -133 140 -980 -30 2940 -1260 3000 2315 19 20 
182139 423 -88 -901 561 180 -807 -124 3060 -2370 3000 1147 19 20 
182642 518 -85 -850 83 -31 -996 -12 2970 -1350 3000 2542 19 20 
183146 510 11 -859 -22 0 -999 -5 2940 -2340 3000 2632 19 20 
183709 507 26 -861 -71 20 -997 -5 2985 -2850 3000 2629 19 20 
184215 529 56 -846 -4 62 -998 -7 3075 -2610 3000 2606 19 20 
184737 594 78 -800 -33 93 -995 -7 2940 -2520 3000 2606 19 20 
185314 527 129 -839 -359 20 -933 0 3030 -2730 3000 2688 19 20 
185837 547 112 -829 49 187 -980 -15 3000 -2640 3000 2509 19 20 
186354 535 70 -841 80 79 -993 -9 3030 -2550 3000 2579 19 20 
186859 458 105 -882 47 207 -977 -21 2970 -2520 3000 2433 19 20 
187429 447 85 -890 -42 114 -992 -12 3030 -2430 3000 2548 19 20 
187938 425 25 -904 -252 433 -865 -38 2940 -2520 3000 2214 19 20 
188485 473 53 -879 -232 262 -936 -24 3030 -2220 3000 2393 19 20 
188989 435 99 -894 -355 45 -933 -6 2970 -2325 3000 2623 19 20 
189559 479 15 -877 -74 77 -994 -16 3000 -2700 3000 2495 19 20 
190069 509 16 -860 -74 -188 -979 5 3060 -2550 3000 2770 19 20 
190632 493 71 -866 1 -36 -999 0 3030 -2880 3000 2706 19 20 
191138 531 66 -844 84 -134 -987 10 2910 -2670 3000 2830 19 20 
191640 510 1 -859 -34 133 -990 -23 3060 -2760 3000 2412 19 20 
192146 557 64 -827 -48 106 -993 -13 3000 -2430 3000 2527 19 20 
192702 490 47 -870 616 404 -675 -124 3030 -2520 3000 1139 19 20 
193203 537 8 -843 -23 -29 -999 -8 2970 -1260 3000 2593 19 20 
193737 492 86 -866 99 46 -993 -5 3000 -2160 3000 2629 19 20 
194238 520 211 -827 -123 29 -991 4 2940 -2880 3000 2755 19 20 
194746 516 175 -838 -12 32 -999 3 2970 -2910 3000 2740 19 20 
195309 580 141 -801 145 79 -986 -3 3090 -2670 3000 2650 19 20 
195830 545 133 -827 121 28 -992 0 2940 -2730 3000 2703 19 20 
196339 461 215 -860 31 54 -998 7 3000 -2580 3000 2796 19 20 
196844 460 219 -860 -170 80 -982 0 3000 -2820 3000 2709 19 20 
197420 469 260 -843 57 6 -998 17 3030 -2760 3000 2923 19 20 
197929 521 284 -804 127 -202 -970 34 2970 -3000 2869 3000 19 20 
198490 520 345 -780 -78 33 -996 16 2850 -2970 3000 2904 19 20 
198998 512 281 -811 -364 340 -866 -10 2970 -2880 3000 2574 19 20 
199557 412 341 -844 -162 16 -986 19 3180 -2445 3000 2942 19 20 
200058 512 325 -794 -98 -147 -984 26 2850 -3135 2971 3000 19 20 
200565 552 436 -710 -45 20 -998 25 3120 -3060 2981 3000 19 20 
201074 556 468 -686 -89 176 -980 19 2910 -2910 3000 2946 19 20 
201622 524 501 -687 81 126 -988 31 2970 -2940 2901 3000 19 20 
202127 503 393 -769 -95 288 -952 7 2850 -2940 3000 2788 19 20 
202691 452 385 -804 -121 59 -990 23 3090 -2850 3000 2989 19 20 
203198 379 344 -858 -966 -216 -135 20 2910 -3000 3000 2962 19 20 
203734 344 366 -864 -502 332 -798 0 3000 -3000 3000 2692 19 20 
204300 388 446 -806 -322 -448 -833 45 3120 -2520 2730 3000 19 20 
204820 441 467 -765 85 -78 -993 50 2550 -3240 2663 3000 19 20 
205345 463 535 -705 -67 126 -989 37 2640 -2880 2832 3000 19 20 
205853 407 524 -747 -55 -39 -997 48 2910 -3000 2689 3000 19 20 
206415 431 500 -750 2 62 -998 44 2640 -3090 2745 3000 19 20 
206925 461 444 -767 -28 29 -999 40 2730 -2940 2789 3000 19 20 
207477 524 429 -734 -16 75 -997 34 2880 -3000 2869 3000 19 20 
207985 454 392 -799 -22 -120 -992 46 2880 -3060 2715 3000 19 20 
208558 452 358 -816 189 -233 -953 62 2640 -2940 2518 3000 19 20 
209063 394 339 -854 -4 -133 -991 51 2520 -3060 2657 3000 19 20 
209633 475 405 -780 15 125 -991 36 2640 -2970 2849 3000 19 20 
210135 543 380 -748 -5 78 -996 34 2910 -2940 2863 3000 19 20 
210642 512 317 -798 145 86 -985 36 2880 -3060 2839 3000 19 20 
211143 484 235 -842 -91 -182 -978 39 2880 -2970 2800 3000 19 20 
211708 489 243 -837 122 -6 -992 38 2700 -3000 2818 3000 19 20 
212208 533 361 -764 83 68 -994 39 2850 -2970 2802 3000 19 20 
212750 530 260 -806 79 381 -921 -2 2820 -3120 3000 2665 19 20 
213316 589 281 -757 410 116 -904 45 3000 -2490 2727 3000 19 20 
213843 570 373 -730 0 -37 -999 43 2700 -3150 2761 3000 19 20 
214347 561 346 -751 49 139 -988 32 2790 -2910 2896 3000 19 20 
214856 550 270 -789 -92 158 -982 22 2910 -3030 3000 2976 19 20 
215429 511 250 -821 82 -165 -982 50 3090 -2940 2674 3000 19 20 
215930 490 253 -833 76 -42 -996 44 2580 -2970 2748 3000 19 20 
216433 534 349 -769 16 284 -958 22 2670 -3000 3000 2978 19 20 
216936 506 304 -806 131 305 -943 15 3150 -2940 3000 2896 19 20 
217484 501 253 -827 97 71 -992 35 2910 -2940 2856 3000 19 20 
217989 507 229 -830 -102 257 -960 13 2820 -2940 3000 2869 19 20 
218549 468 284 -836 -171 30 -984 35 3090 -2970 2858 3000 19 20 
219059 509 302 -805 37 287 -956 19 2820 -3030 3000 2944 19 20 
219621 481 186 -856 -151 109 -982 22 3030 -2820 3000 2975 19 20 
220124 446 212 -869 10 -88 -996 46 3030 -3120 2713 3000 19 20 
220692 508 191 -839 53 0 -998 35 2550 -2940 2850 3000 19 20 
221194 454 170 -874 -24 129 -991 21 2880 -3060 3000 2963 19 20 
221698 487 204 -848 -18 -27 -999 38 3090 -2940 2815 3000 19 20 
222204 478 128 -868 41 -285 -957 55 2790 -2940 2612 3000 19 20 
222732 437 124 -890 -274 204 -939 10 2550 -3120 3000 2835 19 20 
223305 439 122 -889 -289 249 -924 8 3120 -2610 3000 2801 19 20 
223833 517 82 -851 -70 210 -975 6 3000 -2790 3000 2781 19 20 
224354 482 95 -870 140 38 -989 25 2970 -2850 2979 3000 19 20 
224865 530 117 -839 146 44 -988 26 3000 -3030 2969 3000 19 20 
225422 514 115 -849 -64 82 -994 20 2910 -2985 3000 2951 19 20 
225925 477 46 -877 -145 37 -988 16 2970 -2835 3000 2911 19 20 
226430 493 56 -867 -196 67 -978 15 3030 -2970 3000 2895 19 20 
226930 442 62 -894 -100 -106 -989 31 3030 -2850 2901 3000 19 20 
227486 423 64 -903 57 -5 -998 26 2790 -3060 2971 3000 19 20 
227990 438 0 -898 -901 190 -388 8 2970 -2970 3000 2810 19 20 
228561 455 14 -890 -358 -249 -899 31 3030 -2730 2903 3000 19 20 
229064 522 19 -852 -76 598 -797 -24 2880 -3210 3000 2397 19 20 
229567 538 -19 -842 112 181 -976 -6 3060 -2220 3000 2616 19 20 
230071 484 -11 -874 42 -268 -962 41 3030 -2580 2778 3000 19 20 
230630 533 120 -836 -40 -1 -999 26 2670 -3060 2963 3000 19 20 
231131 547 164 -820 86 49 -995 28 3000 -3060 2943 3000 19 20 
231700 560 115 -819 -19 217 -975 7 3000 -2970 3000 2795 19 20 
232201 569 94 -816 8 -178 -983 36 2970 -2760 2846 3000 19 20 
232709 538 23 -842 -124 68 -989 10 2790 -3060 3000 2829 19 20 
233215 456 82 -885 -267 186 -945 7 3120 -2820 3000 2790 19 20 
233751 448 56 -892 -475 119 -871 10 2940 -2760 3000 2833 19 20 
234314 386 37 -921 -784 30 -619 13 3030 -2730 3000 2873 19 20 
234842 478 51 -876 -372 -803 -463 53 2910 -3060 2626 3000 19 20 
235345 548 11 -835 -61 0 -998 14 2610 -2970 3000 2886 19 20 
235856 530 -11 -847 232 -218 -947 43 3075 -2940 2733 3000 19 20 
236424 520 -100 -847 -25 87 -995 -4 2670 -2880 3000 2661 19 20 
236926 546 -11 -837 -26 96 -994 3 3060 -2640 3000 2764 19 20 
237487 454 -66 -888 -13 162 -986 -11 3000 -2820 3000 2574 19 20 
237995 409 -108 -905 -30 -54 -998 4 3000 -2670 3000 2775 19 20 
238561 426 -136 -893 57 6 -998 -8 3030 -2670 3000 2611 19 20 
239065 432 -68 -898 17 -39 -999 6 3030 -2580 3000 2802 19 20 
239632 430 -77 -899 2 103 -994 -10 2940 -2880 3000 2583 19 20 
240143 391 -82 -916 133 261 -955 -41 2970 -2550 3000 2194 19 20 
240709 374 -118 -919 51 143 -988 -27 3090 -2250 3000 2354 19 20 
241210 269 -78 -959 57 227 -972 -46 2940 -2220 3000 2124 19 20 
241742 255 -162 -952 -192 543 -817 -48 3030 -2130 3000 2096 19 20 
242306 256 -191 -947 -117 147 -982 -35 3060 -2130 3000 2256 19 20 
242832 253 -337 -906 -139 140 -980 -46 3000 -2280 3000 2123 19 20 
243339 273 -261 -925 18 -17 -999 -38 2940 -2040 3000 2212 19 20 
243847 342 -134 -929 68 124 -989 -39 2970 -2190 3000 2212 19 20 
244422 370 -172 -912 -4 -20 -999 -19 2970 -2250 3000 2457 19 20 
244925 336 -208 -918 -28 106 -993 -38 3060 -2490 3000 2214 19 20 
245430 287 -218 -932 -39 -47 -998 -27 2970 -2220 3000 2360 19 20 
245933 297 -214 -930 100 -38 -994 -41 3000 -2370 3000 2175 19 20 
246478 269 -240 -932 531 -229 -815 179 3060 -2220 1052 3000 19 20 
246986 342 -317 -884 -33 -98 -994 -33 2100 -3120 3000 2275 19 20 
247494 319 -196 -926 47 63 -996 -45 2760 -2430 3000 2135 19 20 
247999 227 -36 -973 98 266 -958 -70 3480 -1860 3000 1817 19 20 
248559 315 -35 -948 43 239 -969 -48 2790 -1710 3000 2096 19 20 
249063 307 -214 -926 -6 98 -995 -50 3090 -2130 3000 2063 19 20 
249622 306 -177 -935 -189 217 -957 -44 2970 -2100 3000 2141 19 20 
250123 295 -254 -920 -29 -159 -986 -26 3000 -2100 3000 2371 19 20 
250638 343 -212 -914 -145 38 -988 -35 3000 -2400 3000 2251 19 20 
251145 390 -171 -904 45 -200 -978 -7 2970 -2310 3000 2606 19 20 
251700 328 -109 -938 -188 197 -961 -39 3000 -2640 3000 2200 19 20 
252201 355 -84 -930 99 159 -982 -53 3030 -2220 3000 2030 19 20 
252703 413 -169 -894 143 24 -989 -46 3030 -1950 3000 2124 19 20 
253207 378 -110 -919 4 163 -986 -48 3060 -2130 3000 2099 19 20 
253708 362 -74 -928 -22 193 -980 -46 2970 -2100 3000 2116 19 20 
254216 421 -124 -898 -147 197 -969 -43 2910 -2160 3000 2160 19 20 
254750 355 -111 -927 -498 6 -866 -23 3030 -2100 3000 2405 19 20 
255312 339 -138 -930 -198 67 -977 -37 2940 -2370 3000 2235 19 20 
255840 347 -74 -934 138 253 -957 -72 2940 -2220 3000 1788 19 20 
256345 379 -84 -921 32 -37 -998 -25 3150 -1830 3000 2383 19 20 
256856 417 -123 -900 5 43 -999 -40 3030 -2280 3000 2199 19 20 
257422 495 -61 -866 -28 103 -994 -34 2940 -2370 3000 2268 19 20 
257925 532 -59 -844 15 66 -997 -31 3030 -2220 3000 2303 19 20 
258484 512 -31 -858 -43 106 -993 -31 3060 -2340 3000 2304 19 20 
258988 539 29 -841 69 55 -996 -22 2880 -2340 3000 2423 19 20 
259559 531 26 -846 -126 202 -971 -32 2970 -2340 3000 2297 19 20 
260063 510 51 -858 -126 188 -973 -30 3060 -2310 3000 2320 19 20 
260633 511 23 -859 3 -80 -996 -10 3000 -2280 3000 2571 19 20 
261143 477 98 -873 -518 457 -722 -37 3000 -2520 3000 2234 19 20 
261708 462 93 -881 -31 47 -998 -15 3030 -2400 3000 2509 19 20 
262211 429 92 -898 -366 919 -141 -64 2910 -2430 3000 1892 19 20 
262751 437 145 -887 -481 -289 -827 2 3150 -1950 3000 2730 19 20 
263312 502 153 -851 -43 -165 -985 5 2820 -2700 3000 2774 19 20 
263840 516 121 -847 -55 7 -998 -11 3120 -2820 3000 2561 19 20 
264341 529 101 -842 54 16 -998 -12 3000 -2550 3000 2544 19 20 
