56.456602;-13.713333
57.556373;-10.413333
57.556373;-10.413333
57.922966;-9.680000
57.922966;-9.680000
58.289560;-8.946667
58.289560;-8.946667
58.656153;-8.213333
58.656153;-8.213333
59.267149;-7.663333
59.267149;-7.663333
59.755950;-7.663333
59.755950;-7.663333
60.244749;-7.480000
60.244749;-7.480000
60.733547;-7.113333
60.733547;-7.113333
61.344542;-6.563333
62.077738;-6.013333
62.077738;-6.013333
62.810935;-5.646667
62.810935;-5.646667
63.421922;-4.363333
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
58.045142;-7.296667
65.621554;-6.746667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
65.621548;-6.196667
