10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
10.387002;5.170000
5.865598;8.653333
5.376797;9.386667
5.376797;9.386667
5.010197;10.120000
5.010197;10.120000
4.521397;10.670000
4.521397;10.670000
3.910397;11.220000
3.054997;11.586667
3.054997;11.586667
2.199598;11.770000
2.199598;11.770000
1.466399;11.953333
1.466399;11.953333
0.610999;12.320000
0.610999;12.320000
-0.244400;12.503333
-0.244400;12.503333
-0.855399;13.053333
-0.855399;13.053333
-1.588598;13.603333
-1.588598;13.603333
-2.199597;14.153333
-3.054996;14.520000
-3.054996;14.520000
-3.788194;14.703333
-3.788194;14.703333
-4.643593;15.070000
-4.643593;15.070000
-5.498992;15.070000
-5.498992;15.070000
-6.354390;15.253333
-6.354390;15.253333
-7.209789;15.436667
-7.209789;15.436667
-8.065187;15.620000
-8.065187;15.620000
-8.798385;15.803333
-8.798385;15.803333
-9.653783;16.170000
-9.653783;16.170000
-10.386982;16.353333
-11.242380;16.720000
-11.242380;16.720000
-11.853377;17.270000
-11.853377;17.270000
-12.342175;17.820000
-12.342175;17.820000
-13.075372;18.370000
-13.075372;18.370000
-13.564170;18.920000
-13.564170;18.920000
-14.297367;19.470000
-14.297367;19.470000
-15.030565;19.470000
-15.030565;19.470000
-15.641563;19.653333
-15.641563;19.653333
-16.374762;19.470000
-16.374762;19.470000
-17.107960;19.653333
-17.963358;19.653333
-17.963358;19.653333
-18.696556;19.836667
-18.696556;19.836667
-19.429753;20.020000
-19.429753;20.020000
-20.162952;19.836667
-20.162952;19.836667
-21.140550;19.836667
-21.140550;19.836667
-21.873748;19.836667
-21.873748;19.836667
-22.729145;20.020000
-22.729145;20.020000
-23.462343;20.203333
-23.462343;20.203333
-24.195540;20.386667
-24.195540;20.386667
-24.928739;20.386667
-25.661937;20.386667
-25.661937;20.386667
-26.517334;20.570000
-26.517334;20.570000
-27.250532;20.570000
-27.250532;20.570000
-27.983729;20.753333
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-30.794327;19.836667
-29.816726;20.570000
-27.983740;18.553333
-27.372748;17.270000
-27.372748;17.270000
-27.372748;17.270000
-27.006144;18.186667
-27.006144;18.186667
-27.006142;18.553333
-27.006142;18.553333
-27.006142;18.553333
-27.006142;18.553333
-27.006142;18.553333
-27.006142;18.553333
-27.006142;18.553333
-27.739345;17.636667
-27.739345;17.636667
-27.861546;17.453333
-27.861546;17.453333
-28.105948;16.903333
-28.105948;16.903333
-27.861551;16.353333
-27.861551;16.353333
-27.494953;16.170000
-27.494953;16.170000
-27.128353;16.170000
-27.128353;16.170000
-26.761753;16.353333
-26.761753;16.353333
-26.639552;16.720000
-26.639552;16.720000
-26.395151;16.903333
-26.028552;16.903333
-26.028552;16.903333
-25.417552;17.086667
-25.417552;17.086667
-24.928753;17.086667
-24.928753;17.086667
-24.317754;17.086667
-24.317754;17.086667
-23.706756;16.903333
-23.706756;16.903333
-22.973558;16.720000
-22.973558;16.720000
-22.362560;16.536667
-21.751563;16.170000
-21.751563;16.170000
-21.262764;15.986667
-21.262764;15.986667
-20.651766;15.803333
-20.651766;15.803333
-20.040767;15.803333
-20.040767;15.803333
-19.307569;15.436667
-19.307569;15.436667
-18.574372;15.070000
-18.574372;15.070000
-17.963374;14.703333
-17.963374;14.703333
-17.474576;14.336667
-16.985777;14.153333
-16.985777;14.153333
-16.374778;13.970000
-16.374778;13.970000
-15.763780;13.786667
-15.763780;13.786667
-14.908382;13.420000
-14.908382;13.420000
-14.297383;13.236667
-14.297383;13.236667
-13.564185;12.870000
-13.564185;12.870000
-12.830986;12.503333
-12.830986;12.503333
-12.219988;11.953333
-12.219988;11.953333
-11.853390;11.403333
-11.731191;10.670000
-11.731191;10.670000
-11.608993;9.936667
-11.608993;9.936667
-11.242394;9.386667
-11.242394;9.386667
-10.875795;9.020000
-10.875795;9.020000
-10.386996;8.653333
-10.386996;8.653333
-9.775997;8.470000
-9.775997;8.470000
-9.164997;8.103333
-9.164997;8.103333
-8.431798;7.920000
-7.820798;7.736667
-7.820798;7.736667
-7.209799;7.370000
-7.209799;7.370000
-6.598799;7.370000
-6.598799;7.370000
-5.865599;7.370000
-5.865599;7.370000
-5.132399;7.370000
-5.132399;7.370000
-4.521399;7.370000
-4.521399;7.370000
-3.788199;7.370000
-3.788199;7.370000
-3.299400;7.186667
-3.299400;7.186667
-2.566200;7.186667
-2.077400;6.820000
-2.077400;6.820000
-1.344200;6.636667
-1.344200;6.636667
-0.733200;6.270000
-0.733200;6.270000
-0.122200;5.903333
-0.122200;5.903333
0.488800;5.536667
0.488800;5.536667
1.099800;5.353333
1.099800;5.353333
1.833000;4.986667
1.833000;4.986667
2.566201;4.803333
3.299401;4.436667
3.299401;4.436667
